Car_ID,Brand,Model,Year,Age ,Mileage(km),Fuel_Type,Transmission,Owner,Location,Market_Price(INR)
1054,Honda,Jazz,2010,15,29320,Petrol,Automatic,2nd Owner,Bangalore,654530
1055,Maruti,Dzire,2007,18,132537,Petrol,Manual,3rd Owner,Kolkata,404581
1056,Renault,Duster,2010,15,83316,Petrol,Manual,3rd Owner,Nagpur,117562
1057,Toyota,Fortuner,2020,5,148257,Petrol,Manual,3rd Owner,Hyderabad,401444
1058,Maruti,Celerio,2005,20,140789,Diesel,Manual,2nd Owner,Pune,150987
1059,Tata,Altroz,2007,18,38182,CNG,Automatic,2nd Owner,Bangalore,159436
1060,Kia,Carens,2019,6,134971,Electric,Automatic,1st Owner,Hyderabad,508516
1061,Honda,WRV,2008,17,86680,Diesel,Manual,3rd Owner,Ahmedabad,588956
1062,Ford,Freestyle,2013,12,88558,Petrol,Automatic,2nd Owner,Bangalore,721703
1063,Hyundai,Venue,2010,15,13849,CNG,Automatic,2nd Owner,Nagpur,934161
1064,Maruti,Swift,2010,15,89588,Electric,Manual,2nd Owner,Bangalore,171742
1065,Toyota,Fortuner,2009,16,87431,Petrol,Manual,2nd Owner,Mumbai,456299
1066,Volkswagen,Taigun,2012,13,22363,Electric,Automatic,3rd Owner,Bangalore,1064896
1067,Kia,Carens,2007,18,115559,Electric,Automatic,2nd Owner,Bangalore,210940
1068,Renault,Captur,2006,19,76936,Electric,Manual,1st Owner,Ahmedabad,200521
1069,Volkswagen,Virtus,2012,13,10575,CNG,Manual,3rd Owner,Nagpur,137043
1070,Honda,Amaze,2017,8,14701,Petrol,Automatic,3rd Owner,Mumbai,355117
1071,Ford,Aspire,2013,12,88149,CNG,Automatic,1st Owner,Jaipur,668879
1072,Maruti,Dzire,2014,11,124165,Electric,Manual,2nd Owner,Nagpur,259646
1073,Maruti,Swift,2009,16,32560,CNG,Automatic,1st Owner,Delhi,195513
1074,Toyota,Yaris,2005,20,18760,CNG,Manual,1st Owner,Mumbai,268832
1075,Toyota,Yaris,2017,8,75755,Diesel,Manual,3rd Owner,Ahmedabad,401936
1076,Tata,Punch,2018,7,122120,Petrol,Manual,3rd Owner,Ahmedabad,1374136
1077,Toyota,Etios,2012,13,29064,CNG,Automatic,3rd Owner,Pune,791571
1078,Mahindra,Scorpio,2007,18,24698,Electric,Manual,1st Owner,Mumbai,305873
1079,Ford,Ecosport,2020,5,32403,CNG,Manual,3rd Owner,Jaipur,1928763
1080,Honda,WRV,2009,16,137254,Petrol,Manual,1st Owner,Chennai,534010
1081,Volkswagen,Vento,2017,8,54270,Petrol,Automatic,2nd Owner,Delhi,1016688
1082,Volkswagen,Polo,2009,16,125836,Petrol,Manual,1st Owner,Mumbai,551267
1083,Maruti,Dzire,2021,4,123657,CNG,Automatic,1st Owner,Jaipur,369905
1084,Mahindra,Scorpio,2017,8,136646,Electric,Automatic,1st Owner,Ahmedabad,670593
1085,Maruti,Dzire,2018,7,55838,CNG,Manual,2nd Owner,Delhi,905431
1086,Renault,Kiger,2018,7,33622,Petrol,Manual,1st Owner,Bangalore,448357
1087,Maruti,Celerio,2013,12,67591,Petrol,Manual,2nd Owner,Bangalore,856579
1088,Hyundai,i20,2013,12,134806,Diesel,Manual,1st Owner,Chennai,576520
1089,Honda,City,2008,17,53517,Electric,Automatic,3rd Owner,Bangalore,265278
1090,Hyundai,i20,2010,15,92072,Electric,Manual,1st Owner,Ahmedabad,645169
1091,Tata,Tiago,2007,18,49754,Petrol,Automatic,2nd Owner,Nagpur,63948
1092,Mahindra,XUV500,2008,17,16842,Petrol,Automatic,1st Owner,Jaipur,681304
1093,Tata,Nexon,2008,17,84849,CNG,Automatic,2nd Owner,Chennai,364749
1094,Honda,Jazz,2019,6,8554,CNG,Automatic,3rd Owner,Chennai,1908517
1095,Volkswagen,Virtus,2008,17,75762,Petrol,Manual,2nd Owner,Bangalore,222625
1096,Maruti,Baleno,2023,2,117910,CNG,Manual,3rd Owner,Pune,810234
1097,Ford,Figo,2013,12,147846,Electric,Manual,2nd Owner,Chennai,587233
1098,Ford,Aspire,2014,11,54957,Petrol,Automatic,3rd Owner,Pune,1091708
1099,Volkswagen,Taigun,2014,11,33885,Petrol,Automatic,3rd Owner,Delhi,1193244
1100,Kia,Carens,2022,3,47626,CNG,Automatic,2nd Owner,Pune,1068622
1101,Maruti,Baleno,2014,11,37357,Petrol,Automatic,2nd Owner,Mumbai,1033306
1102,Maruti,Swift,2013,12,41102,CNG,Automatic,3rd Owner,Jaipur,468644
1103,Honda,Amaze,2011,14,118259,Petrol,Automatic,1st Owner,Mumbai,815691
1104,Mahindra,XUV500,2018,7,109625,Petrol,Automatic,2nd Owner,Nagpur,816129
1105,Ford,Aspire,2023,2,41484,Diesel,Automatic,1st Owner,Kolkata,880467
1106,Hyundai,Creta,2023,2,125888,Diesel,Automatic,2nd Owner,Pune,575328
1107,Toyota,Yaris,2016,9,127782,CNG,Automatic,2nd Owner,Kolkata,931671
1108,Kia,Seltos,2018,7,28181,Diesel,Automatic,1st Owner,Nagpur,1588133
1109,Volkswagen,Taigun,2006,19,107933,Diesel,Automatic,3rd Owner,Mumbai,437716
1110,Kia,Carnival,2006,19,27192,Petrol,Automatic,3rd Owner,Pune,381235
1111,Honda,Civic,2020,5,91850,Petrol,Manual,3rd Owner,Nagpur,1637220
1112,Maruti,Baleno,2021,4,42788,Electric,Manual,1st Owner,Delhi,1191204
1113,Maruti,Dzire,2011,14,35070,Petrol,Manual,1st Owner,Nagpur,311214
1114,Mahindra,Scorpio,2008,17,129188,Petrol,Automatic,2nd Owner,Mumbai,173353
1115,Renault,Duster,2012,13,148319,CNG,Automatic,3rd Owner,Nagpur,255354
1116,Maruti,Baleno,2009,16,68093,Diesel,Manual,2nd Owner,Ahmedabad,436837
1117,Hyundai,Verna,2020,5,101295,CNG,Automatic,2nd Owner,Pune,1377608
1118,Ford,Ecosport,2005,20,79297,Electric,Manual,3rd Owner,Kolkata,50651
1119,Maruti,Celerio,2019,6,16175,CNG,Manual,2nd Owner,Ahmedabad,936072
1120,Tata,Tiago,2021,4,136912,Diesel,Automatic,3rd Owner,Jaipur,1154904
1121,Tata,Altroz,2016,9,93943,Electric,Manual,2nd Owner,Hyderabad,903320
1122,Renault,Captur,2020,5,52284,CNG,Manual,3rd Owner,Chennai,1245663
1123,Ford,Figo,2006,19,12738,Diesel,Manual,1st Owner,Pune,596037
1124,Renault,Triber,2012,13,67027,Petrol,Manual,3rd Owner,Kolkata,906871
1125,Maruti,Celerio,2013,12,35008,Petrol,Manual,2nd Owner,Chennai,195953
1126,Toyota,Innova,2019,6,103993,Diesel,Manual,1st Owner,Hyderabad,1372985
1127,Honda,Amaze,2011,14,47490,Electric,Manual,1st Owner,Nagpur,143659
1128,Hyundai,i20,2006,19,41847,Petrol,Automatic,2nd Owner,Nagpur,117491
1129,Kia,Carnival,2011,14,59388,Electric,Automatic,2nd Owner,Nagpur,340529
1130,Renault,Captur,2017,8,23577,Petrol,Manual,3rd Owner,Hyderabad,402894
1131,Mahindra,Bolero,2022,3,91748,Petrol,Manual,2nd Owner,Hyderabad,1411399
1132,Hyundai,i20,2014,11,24602,Diesel,Automatic,2nd Owner,Nagpur,262005
1133,Hyundai,Verna,2020,5,73957,Petrol,Manual,2nd Owner,Kolkata,861423
1134,Maruti,Baleno,2011,14,148415,CNG,Manual,1st Owner,Ahmedabad,182478
1135,Volkswagen,Polo,2016,9,23550,Electric,Manual,3rd Owner,Ahmedabad,461426
1136,Maruti,Swift,2006,19,135179,Diesel,Automatic,2nd Owner,Ahmedabad,281647
1137,Mahindra,Bolero,2006,19,11908,Diesel,Automatic,3rd Owner,Mumbai,484696
1138,Ford,Ecosport,2018,7,116891,Diesel,Manual,2nd Owner,Pune,959451
1139,Toyota,Etios,2006,19,67434,Diesel,Manual,3rd Owner,Mumbai,245363
1140,Kia,Seltos,2005,20,70515,Petrol,Manual,1st Owner,Delhi,336022
1141,Maruti,WagonR,2016,9,69027,CNG,Manual,3rd Owner,Kolkata,1284769
1142,Hyundai,i10,2013,12,147513,Diesel,Automatic,3rd Owner,Chennai,425495
1143,Honda,Jazz,2022,3,81725,Diesel,Automatic,2nd Owner,Jaipur,1600967
1144,Toyota,Etios,2020,5,78343,Petrol,Manual,1st Owner,Jaipur,788978
1145,Kia,Sonet,2008,17,102619,Diesel,Manual,1st Owner,Ahmedabad,597233
1146,Maruti,Dzire,2006,19,75857,CNG,Automatic,2nd Owner,Pune,97391
1147,Volkswagen,Virtus,2020,5,9941,Electric,Automatic,2nd Owner,Mumbai,879194
1148,Tata,Harrier,2022,3,18699,CNG,Manual,3rd Owner,Chennai,329061
1149,Toyota,Fortuner,2023,2,61765,Petrol,Automatic,3rd Owner,Nagpur,1791804
1150,Maruti,Swift,2022,3,106740,CNG,Automatic,2nd Owner,Nagpur,1598876
1151,Ford,Endeavour,2012,13,39569,Petrol,Automatic,3rd Owner,Hyderabad,295927
1152,Kia,Carens,2015,10,108442,Petrol,Automatic,2nd Owner,Hyderabad,645694
1153,Volkswagen,Polo,2008,17,85450,CNG,Automatic,1st Owner,Ahmedabad,525129
1154,Maruti,Dzire,2006,19,99037,Electric,Manual,2nd Owner,Mumbai,107306
1155,Volkswagen,Taigun,2007,18,120458,Diesel,Automatic,2nd Owner,Hyderabad,457494
1156,Tata,Altroz,2006,19,65993,Petrol,Manual,1st Owner,Jaipur,443789
1157,Maruti,Celerio,2012,13,20941,CNG,Automatic,1st Owner,Chennai,205310
1158,Toyota,Innova,2007,18,137890,Electric,Manual,3rd Owner,Pune,237320
1159,Volkswagen,Taigun,2018,7,23715,Electric,Automatic,1st Owner,Mumbai,1134574
1160,Toyota,Fortuner,2018,7,103229,Electric,Automatic,3rd Owner,Mumbai,513132
1161,Honda,Amaze,2023,2,11693,Petrol,Manual,2nd Owner,Jaipur,2261022
1162,Toyota,Glanza,2017,8,13545,Diesel,Automatic,3rd Owner,Pune,414771
1163,Mahindra,XUV700,2021,4,148715,Electric,Manual,3rd Owner,Mumbai,1358621
1164,Kia,Carnival,2015,10,75564,Diesel,Automatic,1st Owner,Chennai,685264
1165,Toyota,Glanza,2019,6,87527,Petrol,Manual,2nd Owner,Kolkata,1015191
1166,Kia,Seltos,2016,9,131918,Diesel,Automatic,2nd Owner,Bangalore,396465
1167,Mahindra,XUV500,2023,2,41212,CNG,Automatic,2nd Owner,Chennai,576094
1168,Ford,Freestyle,2009,16,134551,Diesel,Manual,2nd Owner,Mumbai,230884
1169,Honda,Civic,2020,5,31475,Diesel,Manual,2nd Owner,Mumbai,782086
1170,Tata,Punch,2021,4,106741,Electric,Automatic,1st Owner,Kolkata,869569
1171,Hyundai,Creta,2015,10,33251,Petrol,Manual,3rd Owner,Chennai,1292697
1172,Renault,Captur,2014,11,130070,Diesel,Manual,3rd Owner,Nagpur,906458
1173,Maruti,Celerio,2023,2,101960,Electric,Automatic,2nd Owner,Ahmedabad,727225
1174,Volkswagen,Taigun,2008,17,65886,CNG,Automatic,2nd Owner,Mumbai,726170
1175,Volkswagen,Virtus,2014,11,89620,Electric,Automatic,1st Owner,Delhi,208040
1176,Mahindra,XUV500,2021,4,77943,CNG,Manual,2nd Owner,Hyderabad,618641
1177,Honda,WRV,2019,6,63624,Diesel,Automatic,2nd Owner,Nagpur,500196
1178,Honda,Amaze,2008,17,59222,Diesel,Manual,3rd Owner,Mumbai,271667
1179,Maruti,WagonR,2011,14,78882,Electric,Automatic,3rd Owner,Delhi,765351
1180,Hyundai,i10,2019,6,118315,Electric,Automatic,1st Owner,Delhi,860729
1181,Hyundai,Creta,2007,18,63311,Petrol,Automatic,1st Owner,Jaipur,386952
1182,Kia,Seltos,2015,10,15055,Electric,Manual,3rd Owner,Jaipur,863508
1183,Kia,Seltos,2005,20,69464,Diesel,Automatic,1st Owner,Bangalore,233272
1184,Renault,Duster,2020,5,79081,Diesel,Manual,3rd Owner,Pune,1743002
1185,Mahindra,Bolero,2018,7,22632,Electric,Manual,3rd Owner,Delhi,279112
1186,Honda,Civic,2017,8,66529,CNG,Automatic,3rd Owner,Delhi,950020
1187,Honda,WRV,2020,5,107815,CNG,Automatic,2nd Owner,Pune,676246
1188,Honda,WRV,2019,6,90300,Diesel,Automatic,1st Owner,Delhi,1494556
1189,Hyundai,Creta,2017,8,38569,Electric,Automatic,3rd Owner,Kolkata,702048
1190,Honda,Civic,2011,14,112218,Petrol,Automatic,2nd Owner,Chennai,659263
1191,Renault,Captur,2017,8,73340,Petrol,Automatic,2nd Owner,Bangalore,998656
1192,Maruti,WagonR,2019,6,112429,Diesel,Manual,3rd Owner,Bangalore,457464
1193,Volkswagen,Taigun,2009,16,146496,Petrol,Manual,2nd Owner,Pune,454011
1194,Kia,Seltos,2006,19,140960,Diesel,Automatic,3rd Owner,Bangalore,167154
1195,Ford,Ecosport,2014,11,47311,CNG,Automatic,2nd Owner,Bangalore,713334
1196,Maruti,Swift,2021,4,31875,Electric,Automatic,1st Owner,Delhi,1085529
1197,Mahindra,Scorpio,2006,19,76423,Petrol,Automatic,3rd Owner,Kolkata,173065
1198,Honda,City,2007,18,24369,Electric,Manual,1st Owner,Jaipur,217119
1199,Volkswagen,Virtus,2011,14,86838,CNG,Automatic,3rd Owner,Mumbai,526742
1200,Mahindra,Bolero,2013,12,128574,Electric,Automatic,2nd Owner,Pune,499304
1201,Kia,Carens,2020,5,79559,Diesel,Automatic,1st Owner,Ahmedabad,1394328
1202,Kia,Seltos,2019,6,63736,Petrol,Automatic,1st Owner,Ahmedabad,1188836
1203,Hyundai,Creta,2015,10,42688,Petrol,Manual,3rd Owner,Delhi,660109
1204,Renault,Kiger,2012,13,26990,Diesel,Automatic,3rd Owner,Ahmedabad,1159926
1205,Volkswagen,Vento,2006,19,134346,CNG,Automatic,2nd Owner,Chennai,140407
1206,Volkswagen,Virtus,2005,20,75292,Diesel,Automatic,3rd Owner,Ahmedabad,289906
1207,Mahindra,Thar,2019,6,131614,Petrol,Manual,2nd Owner,Pune,946110
1208,Maruti,Baleno,2021,4,36844,Diesel,Manual,2nd Owner,Pune,346834
1209,Renault,Duster,2021,4,132714,Diesel,Automatic,2nd Owner,Mumbai,851730
1210,Honda,Jazz,2021,4,89511,CNG,Manual,1st Owner,Hyderabad,1748286
1211,Volkswagen,Taigun,2021,4,70860,Electric,Automatic,1st Owner,Chennai,549905
1212,Renault,Kwid,2015,10,114131,Diesel,Manual,2nd Owner,Pune,121875
1213,Mahindra,Scorpio,2008,17,145963,Electric,Automatic,1st Owner,Mumbai,511558
1214,Hyundai,Creta,2022,3,64252,CNG,Manual,1st Owner,Hyderabad,1176812
1215,Ford,Freestyle,2014,11,101278,Electric,Automatic,3rd Owner,Jaipur,449598
1216,Tata,Nexon,2011,14,78396,Diesel,Automatic,3rd Owner,Pune,307136
1217,Volkswagen,Virtus,2015,10,77676,Electric,Manual,1st Owner,Mumbai,680079
1218,Hyundai,Verna,2009,16,42573,Diesel,Automatic,1st Owner,Chennai,204820
1219,Maruti,Baleno,2021,4,120261,Electric,Automatic,2nd Owner,Hyderabad,1576314
1220,Mahindra,XUV700,2017,8,103909,Electric,Automatic,2nd Owner,Hyderabad,1265945
1221,Hyundai,Verna,2011,14,48546,CNG,Manual,2nd Owner,Jaipur,833585
1222,Honda,City,2022,3,119141,CNG,Manual,1st Owner,Chennai,1557974
1223,Toyota,Etios,2011,14,55065,Electric,Automatic,1st Owner,Mumbai,414637
1224,Kia,Sonet,2005,20,86367,CNG,Manual,2nd Owner,Hyderabad,423188
1225,Volkswagen,Taigun,2006,19,77076,Electric,Automatic,1st Owner,Hyderabad,291318
1226,Volkswagen,Polo,2020,5,124139,Electric,Manual,2nd Owner,Jaipur,374296
1227,Maruti,Celerio,2009,16,51375,Diesel,Manual,2nd Owner,Pune,154911
1228,Maruti,WagonR,2008,17,147628,CNG,Manual,3rd Owner,Nagpur,69736
1229,Toyota,Glanza,2023,2,101011,Petrol,Automatic,2nd Owner,Mumbai,359989
1230,Kia,Sonet,2013,12,27011,Diesel,Automatic,1st Owner,Hyderabad,553016
1231,Ford,Ecosport,2005,20,86569,CNG,Automatic,1st Owner,Chennai,369719
1232,Hyundai,Verna,2019,6,28111,Petrol,Manual,1st Owner,Pune,710931
1233,Maruti,Baleno,2005,20,62023,CNG,Automatic,1st Owner,Bangalore,288168
1234,Mahindra,Scorpio,2014,11,18981,Electric,Automatic,1st Owner,Hyderabad,457877
1235,Ford,Ecosport,2011,14,76512,Diesel,Manual,2nd Owner,Hyderabad,743553
1236,Renault,Triber,2023,2,100319,CNG,Automatic,3rd Owner,Delhi,323875
1237,Volkswagen,Virtus,2009,16,146020,Diesel,Automatic,2nd Owner,Hyderabad,276463
1238,Kia,Carens,2007,18,139551,Diesel,Automatic,1st Owner,Ahmedabad,245878
1239,Hyundai,Verna,2010,15,129573,Diesel,Automatic,3rd Owner,Chennai,543659
1240,Volkswagen,Polo,2015,10,32423,CNG,Manual,1st Owner,Kolkata,1217671
1241,Hyundai,i20,2016,9,85288,Diesel,Automatic,3rd Owner,Delhi,178923
1242,Volkswagen,Virtus,2023,2,119024,Electric,Automatic,1st Owner,Hyderabad,1298262
1243,Renault,Captur,2014,11,15519,Diesel,Manual,2nd Owner,Kolkata,816673
1244,Ford,Freestyle,2005,20,47998,Diesel,Automatic,3rd Owner,Jaipur,213372
1245,Volkswagen,Vento,2009,16,92332,Petrol,Manual,2nd Owner,Delhi,495347
1246,Tata,Harrier,2005,20,43663,Diesel,Manual,2nd Owner,Hyderabad,100409
1247,Mahindra,XUV500,2007,18,69155,Diesel,Automatic,1st Owner,Ahmedabad,214674
1248,Renault,Kiger,2017,8,60703,Electric,Automatic,2nd Owner,Bangalore,380726
1249,Toyota,Glanza,2017,8,90750,CNG,Automatic,3rd Owner,Kolkata,1267280
1250,Renault,Kiger,2005,20,63115,Diesel,Manual,2nd Owner,Chennai,292874
1251,Maruti,Celerio,2017,8,25255,Diesel,Manual,2nd Owner,Bangalore,264996
1252,Ford,Figo,2015,10,105680,Diesel,Automatic,1st Owner,Hyderabad,719058
1253,Renault,Kwid,2013,12,115555,Diesel,Manual,2nd Owner,Jaipur,276484
1254,Hyundai,Creta,2008,17,111030,Petrol,Manual,2nd Owner,Delhi,577854
1255,Renault,Kwid,2020,5,110304,Electric,Manual,2nd Owner,Kolkata,872592
1256,Hyundai,Verna,2019,6,136612,CNG,Automatic,3rd Owner,Chennai,1507570
1257,Hyundai,i20,2018,7,144385,Electric,Manual,1st Owner,Mumbai,928474
1258,Volkswagen,Taigun,2011,14,139976,Electric,Automatic,1st Owner,Ahmedabad,411817
1259,Renault,Captur,2016,9,18126,CNG,Automatic,2nd Owner,Chennai,969452
1260,Maruti,Celerio,2013,12,51852,CNG,Automatic,2nd Owner,Mumbai,955170
1261,Maruti,Celerio,2008,17,98649,Petrol,Automatic,1st Owner,Delhi,155848
1262,Tata,Altroz,2020,5,118010,CNG,Automatic,2nd Owner,Nagpur,843752
1263,Kia,Carnival,2006,19,25063,CNG,Automatic,1st Owner,Delhi,150053
1264,Hyundai,Creta,2014,11,115763,Electric,Manual,1st Owner,Hyderabad,267581
1265,Ford,Figo,2011,14,73413,CNG,Manual,3rd Owner,Mumbai,693113
1266,Mahindra,XUV500,2013,12,53683,CNG,Manual,3rd Owner,Kolkata,485646
1267,Honda,City,2018,7,59299,Petrol,Automatic,3rd Owner,Delhi,848550
1268,Volkswagen,Taigun,2008,17,63018,Diesel,Manual,3rd Owner,Chennai,300494
1269,Honda,Civic,2019,6,115300,CNG,Automatic,2nd Owner,Jaipur,171448
1270,Toyota,Fortuner,2019,6,44787,Electric,Automatic,1st Owner,Jaipur,689437
1271,Honda,WRV,2006,19,25606,Electric,Automatic,1st Owner,Bangalore,548008
1272,Honda,Jazz,2019,6,127520,Petrol,Manual,3rd Owner,Nagpur,550842
1273,Volkswagen,Virtus,2018,7,11136,CNG,Automatic,1st Owner,Kolkata,551111
1274,Hyundai,i10,2017,8,62227,Diesel,Manual,3rd Owner,Hyderabad,638307
1275,Ford,Freestyle,2018,7,97281,Diesel,Automatic,3rd Owner,Hyderabad,971750
1276,Hyundai,Creta,2021,4,145411,Electric,Manual,2nd Owner,Ahmedabad,1252145
1277,Renault,Duster,2010,15,109871,CNG,Manual,3rd Owner,Chennai,706868
1278,Hyundai,Venue,2023,2,114602,Electric,Automatic,1st Owner,Mumbai,783085
1279,Volkswagen,Polo,2023,2,112157,Petrol,Automatic,3rd Owner,Bangalore,686029
1280,Renault,Kwid,2016,9,10955,Electric,Manual,1st Owner,Ahmedabad,1175697
1281,Mahindra,Scorpio,2020,5,57372,CNG,Manual,2nd Owner,Pune,253055
1282,Renault,Captur,2012,13,121301,Diesel,Manual,2nd Owner,Jaipur,276200
1283,Toyota,Glanza,2012,13,126166,Petrol,Manual,3rd Owner,Mumbai,752864
1284,Renault,Captur,2007,18,114337,CNG,Manual,3rd Owner,Nagpur,560973
1285,Renault,Captur,2006,19,81798,Electric,Manual,2nd Owner,Kolkata,493325
1286,Renault,Captur,2008,17,32164,Diesel,Automatic,3rd Owner,Pune,279366
1287,Toyota,Glanza,2012,13,131508,Diesel,Automatic,1st Owner,Chennai,196681
1288,Renault,Duster,2013,12,94769,CNG,Automatic,2nd Owner,Ahmedabad,568934
1289,Volkswagen,Polo,2009,16,43803,CNG,Manual,1st Owner,Chennai,606708
1290,Honda,Amaze,2023,2,84886,Electric,Automatic,3rd Owner,Hyderabad,719154
1291,Tata,Altroz,2014,11,105722,CNG,Manual,1st Owner,Bangalore,624297
1292,Maruti,WagonR,2016,9,138324,Electric,Automatic,3rd Owner,Delhi,806666
1293,Volkswagen,Taigun,2021,4,103136,Electric,Automatic,3rd Owner,Delhi,1629623
1294,Renault,Captur,2005,20,21974,CNG,Manual,2nd Owner,Bangalore,211763
1295,Volkswagen,Polo,2011,14,98454,Electric,Automatic,3rd Owner,Mumbai,934024
1296,Mahindra,Thar,2006,19,109462,Petrol,Automatic,3rd Owner,Pune,263086
1297,Kia,Seltos,2006,19,122082,Diesel,Manual,2nd Owner,Delhi,219228
1298,Renault,Duster,2006,19,74668,CNG,Manual,3rd Owner,Bangalore,114134
1299,Tata,Punch,2014,11,20955,Diesel,Manual,1st Owner,Nagpur,1199561
1300,Kia,Seltos,2015,10,24150,Diesel,Automatic,1st Owner,Ahmedabad,340826
1301,Hyundai,Verna,2023,2,61359,Electric,Automatic,3rd Owner,Mumbai,1776243
1302,Hyundai,Venue,2011,14,124604,Petrol,Automatic,2nd Owner,Nagpur,457046
1303,Tata,Tiago,2021,4,131688,CNG,Automatic,2nd Owner,Jaipur,775525
1304,Kia,Carens,2019,6,34221,Diesel,Automatic,1st Owner,Chennai,1680128
1305,Tata,Altroz,2007,18,118250,CNG,Manual,2nd Owner,Chennai,203912
1306,Hyundai,i20,2011,14,85530,CNG,Automatic,3rd Owner,Ahmedabad,257812
1307,Volkswagen,Vento,2023,2,45526,CNG,Manual,1st Owner,Kolkata,868742
1308,Volkswagen,Vento,2015,10,140388,Electric,Automatic,3rd Owner,Hyderabad,567047
1309,Renault,Triber,2016,9,43007,CNG,Automatic,3rd Owner,Chennai,910675
1310,Ford,Freestyle,2017,8,114346,Petrol,Automatic,1st Owner,Kolkata,935527
1311,Tata,Harrier,2013,12,10106,Diesel,Manual,3rd Owner,Hyderabad,807710
1312,Maruti,WagonR,2018,7,105245,CNG,Manual,1st Owner,Nagpur,1325182
1313,Honda,City,2007,18,68737,Diesel,Automatic,3rd Owner,Ahmedabad,584825
1314,Maruti,Dzire,2020,5,70495,CNG,Automatic,1st Owner,Pune,342858
1315,Honda,Civic,2016,9,119851,CNG,Manual,2nd Owner,Delhi,263084
1316,Ford,Ecosport,2009,16,83343,Diesel,Manual,2nd Owner,Bangalore,494601
1317,Honda,Civic,2021,4,81393,Petrol,Manual,1st Owner,Chennai,1341901
1318,Renault,Duster,2010,15,89218,Electric,Manual,2nd Owner,Chennai,508585
1319,Honda,Jazz,2005,20,41770,Petrol,Automatic,2nd Owner,Kolkata,444749
1320,Kia,Seltos,2021,4,102904,Petrol,Automatic,1st Owner,Jaipur,1144741
1321,Renault,Triber,2023,2,92491,Petrol,Manual,3rd Owner,Pune,544177
1322,Kia,Seltos,2023,2,127800,Diesel,Manual,3rd Owner,Kolkata,959867
1323,Tata,Tiago,2007,18,52624,CNG,Automatic,3rd Owner,Kolkata,83528
1324,Honda,City,2017,8,9947,Petrol,Manual,2nd Owner,Kolkata,558983
1325,Mahindra,XUV700,2015,10,144556,Electric,Manual,3rd Owner,Chennai,356018
1326,Tata,Altroz,2014,11,52601,Petrol,Manual,3rd Owner,Nagpur,219825
1327,Kia,Carens,2007,18,90841,CNG,Manual,3rd Owner,Bangalore,241226
1328,Ford,Aspire,2012,13,61947,CNG,Manual,1st Owner,Ahmedabad,343816
1329,Ford,Figo,2019,6,59679,Electric,Manual,2nd Owner,Ahmedabad,1210268
1330,Ford,Freestyle,2008,17,29340,Diesel,Manual,1st Owner,Bangalore,247408
1331,Volkswagen,Taigun,2015,10,113823,Diesel,Manual,1st Owner,Jaipur,811716
1332,Kia,Seltos,2019,6,9232,Petrol,Automatic,2nd Owner,Kolkata,485059
1333,Honda,City,2018,7,83825,Diesel,Manual,3rd Owner,Kolkata,1205409
1334,Honda,Jazz,2006,19,41893,Diesel,Manual,3rd Owner,Mumbai,173622
1335,Tata,Harrier,2006,19,21038,Diesel,Automatic,2nd Owner,Nagpur,487110
1336,Ford,Ecosport,2010,15,140947,Diesel,Manual,2nd Owner,Pune,242295
1337,Mahindra,Thar,2017,8,102827,CNG,Automatic,1st Owner,Mumbai,802687
1338,Renault,Kwid,2009,16,111864,Petrol,Automatic,3rd Owner,Jaipur,250444
1339,Maruti,WagonR,2012,13,29149,Electric,Manual,1st Owner,Ahmedabad,1089568
1340,Kia,Carnival,2009,16,5189,CNG,Automatic,2nd Owner,Hyderabad,270688
1341,Kia,Carens,2008,17,130249,Electric,Manual,1st Owner,Bangalore,527849
1342,Tata,Altroz,2007,18,29848,Electric,Automatic,3rd Owner,Pune,322944
1343,Tata,Tiago,2015,10,126149,CNG,Manual,2nd Owner,Kolkata,843695
1344,Volkswagen,Polo,2017,8,17587,Diesel,Manual,1st Owner,Delhi,275193
1345,Mahindra,Scorpio,2017,8,89549,Petrol,Automatic,2nd Owner,Chennai,594039
1346,Volkswagen,Virtus,2019,6,61318,Electric,Automatic,3rd Owner,Ahmedabad,520519
1347,Kia,Carens,2015,10,53842,CNG,Automatic,2nd Owner,Jaipur,1196370
1348,Toyota,Yaris,2013,12,21545,CNG,Automatic,3rd Owner,Mumbai,356395
1349,Renault,Kwid,2008,17,149301,CNG,Manual,2nd Owner,Hyderabad,476000
1350,Hyundai,Verna,2010,15,109217,Diesel,Manual,3rd Owner,Bangalore,94048
1351,Toyota,Yaris,2009,16,144083,Petrol,Automatic,3rd Owner,Bangalore,592362
1352,Tata,Nexon,2010,15,64312,Diesel,Automatic,1st Owner,Hyderabad,173208
1353,Ford,Aspire,2017,8,141773,Electric,Automatic,2nd Owner,Chennai,417668
1354,Honda,City,2007,18,70884,CNG,Manual,3rd Owner,Nagpur,116186
1355,Ford,Ecosport,2009,16,131073,Diesel,Manual,2nd Owner,Delhi,521609
1356,Mahindra,Scorpio,2016,9,23489,Diesel,Automatic,1st Owner,Kolkata,489521
1357,Volkswagen,Vento,2011,14,121229,Diesel,Automatic,2nd Owner,Mumbai,248328
1358,Kia,Seltos,2020,5,65864,Electric,Automatic,1st Owner,Jaipur,1393706
1359,Toyota,Fortuner,2006,19,105008,CNG,Manual,3rd Owner,Ahmedabad,392655
1360,Renault,Triber,2012,13,142059,Petrol,Manual,3rd Owner,Nagpur,576952
